Idate,Fdate,issuer,Business,SIC,hightec,state,nation,ticker,exchange,industry,bookrunner,managers,grosspread,managementfee,underfee,concession,reallowance,grossspreadP,managementfeeP,underfeeP,concessionP,reallowanceP,grossspreadmkt,principal,principalmkt,proceeds,proceedsmkt,p0,type,description,currency,marketplace,Pexchange,Ph,PL,Pm,sharesF,shareFmkt,amt,Tdamt,IPOflag,shares,Pshares,Sshares,sharesmkt,P_1,P1,spinoff,ownershipB,OwnershipA,Lexchange,ISIN,maintranche,foreignflag,ApsharesFSM,ApsharesF,PsharesFSM,PsharesFM,PsharesOSM,PsharesOM,country,IPO_number,Main_market,year,pshare1,sic1,S1,s2
1993/5/8,1993/5/8,Hong Tai Electronic Ind,Mnfr electronic components,3679,Other Electronics,Foreign,Taiwan,HONGT,Taiwan,Manufacturing,TAIWIS,Taiwan Intl Securities Corp,na,,,,,na,,,,,,10,10,10,10,41,Ord/Common Shs.,"6,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,6000000,"6,000,000",,6000000,,,,,,TAIWN,TW0008943994,Y,No,,,,,"6,000,000","6,000,000",Taiwan,,,1993,6000000,3679,3,36
1993/5/14,1993/5/14,Chia Hsin Cement Corp,"Own,operate office building",3241,Primary Business not Hi-Tech,Foreign,Taiwan,1103,Taiwan,Manufacturing,FLEMING-LTD,"Robert Fleming & Co Ltd (UK)
A",na,,,,,na,,,,,,35,35,36,35,16.9,Ord/Common Shs.,"2,100,000.0 Ord/Common Shs.",US,Euro Public,SEAQI,,,,,,,,Yes,2100000,"2,100,000",,2100000,,,,,,SEAQI,TW0008918871,Y,No,,,,,"2,100,000","2,100,000",Taiwan,,,1993,2100000,3241,3,32
1993/5/17,1993/5/17,Nien Made Enterprise Co Ltd,Mnfr window covers,2591,Primary Business not Hi-Tech,Foreign,Taiwan,NIENM,Taiwan,Manufacturing,CHSECT,China Securities (Taiwan),na,,,,,na,,,,,,8,8,8,8,41,Ord/Common Shs.,"5,167,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,5167000,"5,167,000",,5167000,,,,,,TAIWN,TW0008944372,Y,No,,,,,"5,167,000","5,167,000",Taiwan,,,1993,5167000,2591,2,25
1993/5/25,1993/5/25,New Asia Construction & Dvlp,"Construct roads, highways",1611,Primary Business not Hi-Tech,Foreign,Taiwan,2516,Taiwan,Construction,CHIAO-BK,Chiao Tung Bank,na,,,,,na,,,,,,18,18,18,18,45,Ord/Common Shs.,"10,400,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,10400000,"10,400,000",,10400000,,,,,,TAIWN,TW0008904558,Y,No,,,,,"10,400,000","10,400,000",Taiwan,,,1993,10400000,1611,1,16
1993/5/28,1993/5/28,Chang Ku Building Co Ltd,"Constr, sale, lease bldg",1522,Primary Business not Hi-Tech,Foreign,Taiwan,CHANGK,Taiwan,Construction,TAIWAN-SEC,Taiwan Securities,0.01,Comb.,Comb.,,,0.6,Comb.,Comb.,,,0.152,25,25,25,25,45,Ord/Common Shs.,"14,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,14500000,"14,500,000",,14500000,,,,,,TAIWN,TW0008944232,Y,No,,,,,"14,500,000","14,500,000",Taiwan,,,1993,14500000,1522,1,15
1993/5/28,1993/5/28,CTCI Corp Ltd,Construct industrial bldgs,1541,Primary Business not Hi-Tech,Foreign,Taiwan,9933,Taiwan,Construction,GRAND-CATHAY,Grand Cathay Securities Corp,na,,,,,na,,,,,,34,34,34,34,72.5,Ord/Common Shs.,"12,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,12000000,"12,000,000",,12000000,,,,,,TAIWN,TW0002541000,Y,No,,,,,"12,000,000","12,000,000",Taiwan,,,1993,12000000,1541,1,15
1993/9/12,1993/9/12,I-Hwa Industrial Co Ltd,"Mnfr,whl yarns",2211,Primary Business not Hi-Tech,Foreign,Taiwan,1456,Taiwan,Manufacturing,CSCORP,Capital Securities Corp,na,,,,,na,,,,,,22,22,22,22,28.22,Ord/Common Shs.,"20,550,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,20550000,"20,550,000",,20550000,,,,,,TAIWN,TW0008939018,Y,No,,,,,"20,550,000","20,550,000",Taiwan,,,1993,20550000,2211,2,22
1993/9/27,1993/9/27,Formosa Oilseed Processing Co,"Produce wheat, soy bean",2075,Primary Business not Hi-Tech,Foreign,Taiwan,1225,Taiwan,Manufacturing,TAIWAN-SEC,Taiwan Securities,0.008,Comb.,Comb.,,,0.7,Comb.,Comb.,,,0.025,4,4,4,4,30.2,Ord/Common Shs.,"3,221,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,3221000,"3,221,000",,3221000,,,,,,TAIWN,TW0008938036,Y,No,,,,,"3,221,000","3,221,000",Taiwan,,,1993,3221000,2075,2,20
1993/9/27,1993/9/27,Hung Fu Construction Co Ltd,Operative builders,1531,Primary Business not Hi-Tech,Foreign,Taiwan,2519,Taiwan,Construction,GRAND-CATHAY,Grand Cathay Securities Corp,na,,,,,na,,,,,,31,31,31,31,33,Ord/Common Shs.,"25,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,25000000,"25,000,000",,25000000,,,,,,TAIWN,TW0002519006,Y,No,,,,,"25,000,000","25,000,000",Taiwan,,,1993,25000000,1531,1,15
1993/10/7,1993/10/7,Zig Sheng Industrial Co Ltd,"Mnfr,whl spinning yarn",2281,Primary Business not Hi-Tech,Foreign,Taiwan,1455,Taiwan,Manufacturing,TAIWAN-SEC,Taiwan Securities,0.008,Comb.,Comb.,,,0.45,Comb.,Comb.,,,0.058,13,13,13,13,45,Ord/Common Shs.,"7,583,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,7583000,"7,583,000",,7583000,,,,,,TAIWN,TW0008939059,Y,No,,,,,"7,583,000","7,583,000",Taiwan,,,1993,7583000,2281,2,22
1993/10/22,1993/10/22,Yageo Corp,"Mnfr,whl electn components",3679,Semiconductors,Foreign,Taiwan,2327,Taiwan,Manufacturing,MASTERLINK-SEC,Masterlink Securities Co,na,,,,,na,,,,,,10,10,10,10,42,Ord/Common Shs.,"6,524,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,6524000,"6,524,000",,6524000,,,,,,TAIWN,TW0008927096,Y,No,,,,,"6,524,000","6,524,000",Taiwan,,,1993,6524000,3679,3,36
1993/10/28,1993/10/28,Tze Shing Transport Terminal,Shipping company,4412,Primary Business not Hi-Tech,Foreign,Taiwan,2611,Taiwan,Transportation,NATIONAL-SEC,National Securities Corp (TW),na,,,,,na,,,,,,9,9,9,9,45,Ord/Common Shs.,"5,447,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,5447000,"5,447,000",,5447000,,,,,,TAIWN,TW0008944281,Y,No,,,,,"5,447,000","5,447,000",Taiwan,,,1993,5447000,4412,4,44
1993/11/9,1993/11/9,Pan Intl Industrial Corp,Mnfr electr connectors,3678,"Superconductors
Semiconductors",Foreign,Taiwan,2328,Taiwan,Manufacturing,TAIWIS,Taiwan Intl Securities Corp,na,,,,,na,,,,,,10,10,10,10,42,Ord/Common Shs.,"6,131,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,6131000,"6,131,000",,6131000,,,,,,TAIWN,TW0008943887,Y,No,,,,,"6,131,000","6,131,000",Taiwan,,,1993,6131000,3678,3,36
1993/12/8,1993/12/8,Taiwan Secom Co Ltd,Pvd business services,7389,Primary Business not Hi-Tech,Foreign,Taiwan,9917,Taiwan,Pers/Bus/Rep Svc,TAIWIS,Taiwan Intl Securities Corp,na,,,,,na,,,,,,15,15,15,15,49,Ord/Common Shs.,"8,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,8000000,"8,000,000",,8000000,,,,,,TAIWN,TW0008937996,Y,No,,,,,"8,000,000","8,000,000",Taiwan,,,1993,8000000,7389,7,73
1993/12/10,1993/12/10,Lee-Tah Farm Industries Co,"Prod,whl farm goods",5191,Primary Business not Hi-Tech,Foreign,Taiwan,LEETAH,Taiwan,Wholesale,TAIWIS,Taiwan Intl Securities Corp,na,,,,,na,,,,,,15,15,15,15,36,Ord/Common Shs.,"10,752,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,10752000,"10,752,000",,10752000,,,,,,TAIWN,TW0008938069,Y,No,,,,,"10,752,000","10,752,000",Taiwan,,,1993,10752000,5191,5,51
1994/1/28,1994/1/28,Jui Li Enterprise Co Ltd,"Mnfr,whl automotive parts",3714,Primary Business not Hi-Tech,Foreign,Taiwan,1512,Taiwan,Manufacturing,CHINATRUST-COMM,Chinatrust Commercial Bank,na,,,,,na,,,,,,7,7,7,7,28,Ord/Common Shs.,"6,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,6500000,"6,500,000",,6500000,,,,,,TAIWN,TW0008941121,Y,No,,,,,"6,500,000","6,500,000",Taiwan,,,1994,6500000,3714,3,37
1994/2/22,1994/2/22,Pony Leather Corp,Mnfr leather products,2295,Primary Business not Hi-Tech,Foreign,Taiwan,PONYL,Taiwan,Manufacturing,NATIONAL-SEC,National Securities Corp (TW),na,,,,,na,,,,,,5,5,5,5,31,Ord/Common Shs.,"4,536,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,4536000,"4,536,000",,4536000,,,,,,TAIWN,,Y,No,,,,,"4,536,000","4,536,000",Taiwan,,,1994,4536000,2295,2,22
1994/3/30,1994/3/30,Eternal Chemical Co Ltd,Manufacture chemicals,2899,Primary Business not Hi-Tech,Foreign,Taiwan,1717,Taiwan,Manufacturing,PRESIDENT-SEC,President Securities Corp,na,,,,,na,,,,,,17,17,17,17,50,Ord/Common Shs.,"9,095,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,9095000,"9,095,000",,9095000,,,,,,TAIWN,TW0008943986,Y,No,,,,,"9,095,000","9,095,000",Taiwan,,,1994,9095000,2899,2,28
1994/4/9,1994/4/9,Standard Foods Taiwan Ltd,Manufacture dairy products,2023,Primary Business not Hi-Tech,Foreign,Taiwan,1227,Taiwan,Manufacturing,TAIWAN-SEC,Taiwan Securities,0.013,Comb.,Comb.,,,0.4,Comb.,Comb.,,,0.084,21,21,21,21,84,Ord/Common Shs.,"6,623,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,6623000,"6,623,000",,6623000,,,,,,TAIWN,TW0008937970,Y,No,,,,,"6,623,000","6,623,000",Taiwan,,,1994,6623000,2023,2,20
1994/4/20,1994/4/20,Orient Semiconductor,"Mnfr,whl integrated circuit",3672,"Printed Circuit Boards
Other E",Foreign,Taiwan,2329,Taiwan,Manufacturing,CHIAO-BK,Chiao Tung Bank,0.009,Comb.,Comb.,,,0.5,Comb.,Comb.,,,0.08,16,16,16,16,45,Ord/Common Shs.,"9,360,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,9360000,"9,360,000",,9360000,,,,,,TAIWN,TW0008943879,Y,No,,,,,"9,360,000","9,360,000",Taiwan,,,1994,9360000,3672,3,36
1994/9/21,1994/9/21,Elitegroup Computer Systems,Mnfr computer mainboards,3571,"Mainframes & Super Computers
M",Foreign,Taiwan,2331,Taiwan,Manufacturing,TAIWIS,Taiwan Intl Securities Corp,na,,,,,na,,,,,,13,13,13,13,48,Ord/Common Shs.,"7,287,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,7287000,"7,287,000",,7287000,,,,,,TAIWN,TW0008985433,Y,No,,,,,"7,287,000","7,287,000",Taiwan,,,1994,7287000,3571,3,35
1994/10/1,1994/10/1,Chief Construction Corp,Pvd engineering svcs,8711,Primary Business not Hi-Tech,Foreign,Taiwan,CHIEFC,Taiwan,Pers/Bus/Rep Svc,CHINATRUST-COMM,Chinatrust Commercial Bank,na,,,,,na,,,,,,21,20,21,20,65,Ord/Common Shs.,"8,482,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,8482000,"8,482,000",,8482000,,,,,,TAIWN,TW0008977356,Y,No,,,,,"8,482,000","8,482,000",Taiwan,,,1994,8482000,8711,8,87
1994/10/12,1994/10/12,Der Pao Construction Co Ltd,Operative builders,1531,Primary Business not Hi-Tech,Foreign,Taiwan,2523,Taiwan,Construction,CORE-PAC-SEC,Core Pacific Securities Co Ltd,na,,,,,na,,,,,,20,20,20,20,50,Ord/Common Shs.,"10,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,10500000,"10,500,000",,10500000,,,,,,TAIWN,TW0008977364,Y,No,,,,,"10,500,000","10,500,000",Taiwan,,,1994,10500000,1531,1,15
1994/10/17,1994/10/17,D-Link Corp,"Mnfr,whl commun equip",3661,"Telephone Interconnect Equip
O",Foreign,Taiwan,2332,Taiwan,Manufacturing,TAIWAN-SEC,Taiwan Securities,0.01,Comb.,Comb.,,,0.35,Comb.,Comb.,,,0.07,20,20,20,20,75,Ord/Common Shs.,"6,980,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,6980000,"6,980,000",,6980000,,,,,,TAIWN,TW0009004879,Y,No,,,,,"6,980,000","6,980,000",Taiwan,,,1994,6980000,3661,3,36
1994/10/18,1994/10/18,Wei-Cheng Construction,"Pvd constrctn, civil eng svcs",8711,Primary Business not Hi-Tech,Foreign,Taiwan,,Taiwan,Pers/Bus/Rep Svc,MASTERLINK-SEC,Masterlink Securities Co,na,,,,,na,,,,,,16,16,16,16,50,Ord/Common Shs.,"8,149,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,8149000,"8,149,000",,8149000,,,,,,TAIWN,,Y,No,,,,,"8,149,000","8,149,000",Taiwan,,,1994,8149000,8711,8,87
1994/10/20,1994/10/20,Associated Transport Inc,Shipping company,4412,Primary Business not Hi-Tech,Foreign,Taiwan,ATRANS,Taiwan,Transportation,GRAND-CATHAY,Grand Cathay Securities Corp,na,,,,,na,,,,,,22,22,22,22,57,Ord/Common Shs.,"10,042,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,10042000,"10,042,000",,10042000,,,,,,TAIWN,,Y,No,,,,,"10,042,000","10,042,000",Taiwan,,,1994,10042000,4412,4,44
1994/10/20,1994/10/20,Yi Jinn Industrial Co Ltd,"Mnfr,whl polyester yarn",2282,Primary Business not Hi-Tech,Foreign,Taiwan,1457,Taiwan,Manufacturing,ASIA-SEC-TW,Asia Securities,na,,,,,na,,,,,,13,13,13,13,48,Ord/Common Shs.,"7,200,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,7200000,"7,200,000",,7200000,,,,,,TAIWN,TW0008936832,Y,No,,,,,"7,200,000","7,200,000",Taiwan,,,1994,7200000,2282,2,22
1994/10/22,1994/10/22,Southeast Cement Co Ltd,"Mnfr,whl cement",3241,Primary Business not Hi-Tech,Foreign,Taiwan,1110,Taiwan,Manufacturing,CORE-PAC-SEC,Core Pacific Securities Co Ltd,na,,,,,na,,,,,,40,38,40,38,41,Ord/Common Shs.,"25,631,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,25631000,"25,631,000",,25631000,,,,,,TAIWN,TW0001110005,Y,No,,,,,"25,631,000","25,631,000",Taiwan,,,1994,25631000,3241,3,32
1994/10/26,1994/10/26,Kuo Bin Ceramic Industry Co,Mnfr ceramic products,3253,Primary Business not Hi-Tech,Foreign,Taiwan,1808,Taiwan,Manufacturing,TAIWIS,Taiwan Intl Securities Corp,na,,,,,na,,,,,,10,10,10,10,48,Ord/Common Shs.,"5,499,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,5499000,"5,499,000",,5499000,,,,,,TAIWN,TW0008986175,Y,No,,,,,"5,499,000","5,499,000",Taiwan,,,1994,5499000,3253,3,32
1994/10/26,1994/10/26,Lan Fa Textile Co Ltd,"Manufacture,wholesale textiles",2299,Primary Business not Hi-Tech,Foreign,Taiwan,1459,Taiwan,Manufacturing,CORE-PAC-SEC,Core Pacific Securities Co Ltd,na,,,,,na,,,,,,8,8,8,8,30,Ord/Common Shs.,"7,020,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,7020000,"7,020,000",,7020000,,,,,,TAIWN,TW0008985862,Y,No,,,,,"7,020,000","7,020,000",Taiwan,,,1994,7020000,2299,2,22
1994/11/1,1994/11/1,Continental Engineering Corp,Heavy construction services,1622,Primary Business not Hi-Tech,Foreign,Taiwan,2526,Taiwan,Construction,NATIONAL-SEC,National Securities Corp (TW),na,,,,,na,,,,,,33,33,33,33,42,Ord/Common Shs.,"20,626,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,20626000,"20,626,000",,20626000,,,,,,TAIWN,,Y,No,,,,,"20,626,000","20,626,000",Taiwan,,,1994,20626000,1622,1,16
1994/11/4,1994/11/4,Kang Na Hsiung Enterprise Co,Mnfr non-woven fabric,2399,Primary Business not Hi-Tech,Foreign,Taiwan,9919,Taiwan,Manufacturing,GRAND-CATHAY,Grand Cathay Securities Corp,na,,,,,na,,,,,,7,7,7,7,42,Ord/Common Shs.,"4,300,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,4300000,"4,300,000",,4300000,,,,,,TAIWN,TW0008985052,Y,No,,,,,"4,300,000","4,300,000",Taiwan,,,1994,4300000,2399,2,23
1994/11/14,1994/11/14,Chant World International,Mnfr electronic components,3679,Other Electronics,Foreign,Taiwan,CHANT,Taiwan,Manufacturing,CSCORP,Capital Securities Corp,na,,,,,na,,,,,,12,12,12,12,55,Ord/Common Shs.,"5,540,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,5540000,"5,540,000",,5540000,,,,,,TAIWN,TW0008977307,Y,No,,,,,"5,540,000","5,540,000",Taiwan,,,1994,5540000,3679,3,36
1994/12/12,1994/12/12,Tong Yang Industry Co Ltd,"Mnfr,whl automotive parts",3714,Primary Business not Hi-Tech,Foreign,Taiwan,1319,Taiwan,Manufacturing,TAIWIS,Taiwan Intl Securities Corp,na,,,,,na,,,,,,28,28,28,28,61,Ord/Common Shs.,"12,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,12000000,"12,000,000",,12000000,,,,,,TAIWN,TW0008986126,Y,No,,,,,"12,000,000","12,000,000",Taiwan,,,1994,12000000,3714,3,37
1994/12/29,1994/12/29,Giant Manufacturing Co Ltd,"Mnfr,whl bicycles,parts",3751,Primary Business not Hi-Tech,Foreign,Taiwan,9921,Taiwan,Manufacturing,TAIWIS,Taiwan Intl Securities Corp,na,,,,,na,,,,,,23,23,23,23,55,Ord/Common Shs.,"10,875,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,10875000,"10,875,000",,10875000,,,,,,TAIWN,TW0008973181,Y,No,,,,,"10,875,000","10,875,000",Taiwan,,,1994,10875000,3751,3,37
1995/1/12,1995/1/12,Primax Electronics Ltd,Mnfr electn components,3679,Semiconductors,Foreign,Taiwan,2336,Taiwan,Manufacturing,TAIWAN-SEC,Taiwan Securities,0.011,Comb.,Comb.,,,0.5,Comb.,Comb.,,,0.079,16,16,16,16,60,Ord/Common Shs.,"6,954,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,6954000,"6,954,000",,6954000,,,,,,TAIWN,TW0008977323,Y,No,,,,,"6,954,000","6,954,000",Taiwan,,,1995,6954000,3679,3,36
1995/1/16,1995/1/16,Ability Enterprise Co Ltd,"Mnfr,whl optoelectn prod",3679,Applications Software(Business,Foreign,Taiwan,2374,Taiwan,Manufacturing,PACIFIC-SEC-TW,Pacific Securities (Taiwan),na,,,,,na,,,,,,9,9,9,9,34.8,Ord/Common Shs.,"6,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,6500000,"6,500,000",,6500000,,,,,,TAIWN,TW0002909009,Y,No,,,,,"6,500,000","6,500,000",Taiwan,,,1995,6500000,3679,3,36
1995/1/17,1995/1/17,UB Office Systems Inc,"Mnfr,whl office furniture",2522,Primary Business not Hi-Tech,Foreign,Taiwan,9922,Taiwan,Manufacturing,CHSECT,China Securities (Taiwan),na,,,,,na,,,,,,78,78,78,78,25,Ord/Common Shs.,"82,500,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,82500000,"82,500,000",,82500000,,,,,,TAIWN,TW0008985078,Y,No,,,,,"82,500,000","82,500,000",Taiwan,,,1995,82500000,2522,2,25
1995/2/4,1995/2/4,Rexon,Mnfr machine tools,3541,Primary Business not Hi-Tech,Foreign,Taiwan,REXON,Taiwan,Manufacturing,CHINATRUST-COMM,Chinatrust Commercial Bank,na,,,,,na,,,,,,7,7,7,7,32,Ord/Common Shs.,"6,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,6000000,"6,000,000",,6000000,,,,,,TAIWN,,Y,No,,,,,"6,000,000","6,000,000",Taiwan,,,1995,6000000,3541,3,35
1995/2/6,1995/2/6,Ding Ing Enterprise Co Ltd,Mnfr leather,3111,Primary Business not Hi-Tech,Foreign,Taiwan,9923,Taiwan,Manufacturing,CHINATRUST-COMM,Chinatrust Commercial Bank,na,,,,,na,,,,,,12,12,12,12,49,Ord/Common Shs.,"6,600,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,6600000,"6,600,000",,6600000,,,,,,TAIWN,TW0008985094,Y,No,,,,,"6,600,000","6,600,000",Taiwan,,,1995,6600000,3111,3,31
1995/3/15,1995/3/15,Taiwan Fu Hsing Indl Co Ltd,"Mnfr,whl door locks",3429,Primary Business not Hi-Tech,Foreign,Taiwan,9924,Taiwan,Manufacturing,CSCORP,Capital Securities Corp,na,,,,,na,,,,,,4,4,4,4,21,Ord/Common Shs.,"5,176,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,5176000,"5,176,000",,5176000,,,,,,TAIWN,TW0008985102,Y,No,,,,,"5,176,000","5,176,000",Taiwan,,,1995,5176000,3429,3,34
1995/3/27,1995/3/27,Tycoons Grp Entrp Co Ltd,"Mnfr,whl screws,steel wire rod",3312,Primary Business not Hi-Tech,Foreign,Taiwan,2022,Taiwan,Manufacturing,ASIA-SEC-TW,Asia Securities,na,,,,,na,,,,,,6,6,6,6,33,Ord/Common Shs.,"4,843,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,4843000,"4,843,000",,4843000,,,,,,TAIWN,TW0008985425,Y,No,,,,,"4,843,000","4,843,000",Taiwan,,,1995,4843000,3312,3,33
1995/3/30,1995/3/30,TNC Industrial,Mnfr industrial machinery,3559,Primary Business not Hi-Tech,Foreign,Taiwan,1719,Taiwan,Manufacturing,GRAND-CATHAY,Grand Cathay Securities Corp,na,,,,,na,,,,,,9,9,9,9,41,Ord/Common Shs.,"5,910,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,5910000,"5,910,000",,5910000,,,,,,TAIWN,TW0002372000,Y,No,,,,,"5,910,000","5,910,000",Taiwan,,,1995,5910000,3559,3,35
1995/4/1,1995/4/1,Falcon Cycle-Parts Co Ltd,"Mnfr,whl bicycles",3751,Primary Business not Hi-Tech,Foreign,Taiwan,1516,Taiwan,Manufacturing,CSCORP,Capital Securities Corp,na,,,,,na,,,,,,52,50,52,50,58,Ord/Common Shs.,"23,304,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,23304000,"23,304,000",,23304000,,,,,,TAIWN,,Y,No,,,,,"23,304,000","23,304,000",Taiwan,,,1995,23304000,3751,3,37
1995/4/17,1995/4/17,Jen Hsiang Construction,Operative builders,1531,Primary Business not Hi-Tech,Foreign,Taiwan,2529,Taiwan,Construction,NATIONAL-SEC,National Securities Corp (TW),na,,,,,na,,,,,,19,19,19,19,49,Ord/Common Shs.,"9,960,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,9960000,"9,960,000",,9960000,,,,,,TAIWN,TW0008973173,Y,No,,,,,"9,960,000","9,960,000",Taiwan,,,1995,9960000,1531,1,15
1995/4/17,1995/4/17,Taiwan Mask Corp,Mnfr electronic components,3679,Other Electronics,Foreign,Taiwan,T2338,Taiwan,Manufacturing,CHSECT,China Securities (Taiwan),na,,,,,na,,,,,,14,14,14,14,47,Ord/Common Shs.,"7,575,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,7575000,"7,575,000",,7575000,,,,,,TAIWN,TW0008976366,Y,No,,,,,"7,575,000","7,575,000",Taiwan,,,1995,7575000,3679,3,36
1995/4/27,1995/4/27,Holtek Microelectronics Inc,Mnfr semiconductors,3674,Semiconductors,Foreign,Taiwan,HOLTEK,Taiwan,Manufacturing,PRSEC,Power Range Securities,na,,,,,na,,,,,,24,24,24,24,60,Ord/Common Shs.,"10,000,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,10000000,"10,000,000",,10000000,,,,,,TAIWN,,Y,No,,,,,"10,000,000","10,000,000",Taiwan,,,1995,10000000,3674,3,36
1995/4/28,1995/4/28,Everest Textile Co Ltd,Mnfr textiles,2299,Primary Business not Hi-Tech,Foreign,Taiwan,1460,Taiwan,Manufacturing,TAIWIS,Taiwan Intl Securities Corp,na,,,,,na,,,,,,24,24,24,24,29,Ord/Common Shs.,"21,132,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,21132000,"21,132,000",,21132000,,,,,,TAIWN,TW0008976317,Y,No,,,,,"21,132,000","21,132,000",Taiwan,,,1995,21132000,2299,2,22
1995/5/2,1995/5/2,Opto Tech Corp,"Mnfr,whl semiconductor,parts",3674,Semiconductors,Foreign,Taiwan,2340,Taiwan,Manufacturing,TAIWAN-SEC,Taiwan Securities,0.009,Comb.,Comb.,,,0.5,Comb.,Comb.,,,0.046,9,9,9,9,46.5,Ord/Common Shs.,"5,042,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,5042000,"5,042,000",,5042000,,,,,,TAIWN,TW0002340106,Y,No,,,,,"5,042,000","5,042,000",Taiwan,,,1995,5042000,3674,3,36
1995/7/28,1995/7/28,Yieh Phui Enterprise Co Ltd,"Mnfr,whl steel prod",3316,Primary Business not Hi-Tech,Foreign,Taiwan,2023,Taiwan,Manufacturing,TAIWIS,Taiwan Intl Securities Corp,na,,,,,na,,,,,,40,40,40,40,39,Ord/Common Shs.,"26,975,000.0 Ord/Common Shs.",TW,Taiwan Public,TAIWN,,,,,,,,Yes,26975000,"26,975,000",,26975000,,,,,,TAIWN,TW0009004838,Y,No,,,,,"26,975,000","26,975,000",Taiwan,,,1995,26975000,3316,3,33
